OrderID,CustomerID,CustomerName,Gender,Age,City,Category,ProductName,Quantity,UnitPrice,ShippingCost,TotalAmount,ShippingMethod,Platform,OrderDate,DeliveryDate,DeliveryDays,OrderStatus,Rating,ReturnStatus
44062,CUST2766,Customer_510,Female,37,Kolkata,Electronics,Product_171,2,₹3266.02,-219.49,₹6751.53,Same Day,Website,16/04/2023,45041,9,Pending,4,Not Returned
44063,CUST2075,Customer_256,Female,47,Chennai,,Product_45,,₹60309.58,316.38,₹181245.12,Express,App,26/05/2022,28/05/2022,2,Cancelled,5,Returned
44064,CUST2397,Customer_121,Male,42,Pune,Furniture,Product_112,6,₹9795.39,17.77,₹58790.11,,Mobile Web,23/03/2024,45295,9,Processing,2,Not Returned
44065,CUST0537,,Female,43,Delhi, Beauty ,Product_161,9,₹26678.16,325.35,₹240428.79,Express,Website,44615,44630,15,Processing,1,Not Returned
44066,CUST0709,Customer_234,Male,42,Chennai,Furniture,Product_32,7,₹23203.74,127.56,₹162553.74,Overnight,Mobile Web,44951,29-01-2023,4,Processing,4,Returned
44067,CUST2789,Customer_389,Male,64,,Grocery,Product_118,9,₹47992.03,127.68,₹432055.95,Same Day,App,44896,44904,8, Returned ,1,Returned
44068,CUST2443,Customer_316,Female,47,Jaipur,Grocery,Product_78,8,₹10506.25,446.78,₹84496.78,Same Day,App,45200,45087,5,Processing,3,Not Returned
44069,CUST1087,Customer_300,Male,35,Delhi,Sports,Product_115,3,₹54057.68,241.13,162414.17,Standard,App,45223,45238,15,Pending,2,Not Returned
44070,CUST2197,Customer_129,Female,,Bangalore,Beauty,Product_122,1,₹38067.12,383.79,₹39444.26,Standard,Website,13-01-2022,44577,3,Cancelled,4,NOT RETURNED
44071,CUST1265,Customer_435,Female,26,Delhi,Beauty,Product_167,5,₹10671.76,96.48,₹53455.28,Overnight,Website,45529,45537,8,Cancelled,,not returned
44072,CUST0796,Customer_983,Male,52,Bangalore, Sports ,Product_35,5,₹41921.31,185.5,₹209792.05,Same Day,App,45070,45079,9,Cancelled,2,Not Returned
44073,CUST2783,Customer_967,Female,26,Bangalore,Toys,Product_118,8,₹69761.80,243.27,₹558337.67,Overnight,App,44900,44905,5,Returned,5,Not Returned
44074,CUST0946,Customer_456,Female,51,Mumbai,Grocery,Product_51,6,₹3025.43,317.97,₹18470.55, Express ,Website,26-02-2022,28/02/2022,2,Pending,2,
44075,CUST0989,Customer_134,Male,55,Hyderabad,Automotive,Product_48,4,₹59645.85,-126.8,₹238710.20,Express,Website,44680,N/A,3, Cancelled ,1,not returned
44076,CUST1017,Customer_864,Male,3924,Delhi,Sports,Product_86,2,₹11228.38,99.03,₹22555.79,Same Day,App,45107,45237,11,Pending,5,NOT RETURNED
44077,CUST0327,Cu@tomer_323,Male,70,Pune,Clothing,Product_30,8,₹39545.96,289.48,₹316657.16,Same Day,Mobile Web,31/03/2024,45600,11, Cancelled ,,returned
44078,CUST2404,Customer_788,Male,30,Surat,Grocery,Product_193,1,₹23537.01,306.33,,Overnight,App,45644,45646,2,Pending,3,Not Returned
44079,CUST0641,Customer_371,Male,22,Delhi,Grocery,Product_189,5,₹46499.19,204.68,₹232700.63,Overnight,Mobile Web,44671,44674,3,Pending,5,Not Returned
44080,CUST2146,Customer_956,Male,19,Jaipur,Toys,,9,₹19590.69,457.42,₹176773.63,Standard,Mobile Web,N/A,45292,2,Delivered,5,Not Returned
44081,CUST1393,Customer_386,Female,55,Mumbai,Sports,Product_57,4,,184.8,₹4837.76,Express,Website,45226,45234,8,Processing,5,Not Returned
44082,CUST2354,Customer_784,Female,46,Delhi,Sports,Product_47,1,₹22468.45,,₹22832.60,Standard,Mobile Web,45014,45015,1,Cancelled,1,Returned
44084,CUST1826,Cu@tomer_659,Female,23,Jaipur,Electronics,Product_132,3,₹37635.39,318.84,₹113225.01,Overnight,Mobile Web,21/07/2024,45359,13,Returned,2, Not Returned 
44086,CUST1281,Customer_583,Male,35,Jaipur,Beauty,Product_191,4,₹9950.94,110.48,₹39914.24, Same Day ,Website,45255,45267,12,Processing,,NOT RETURNED
44087,CUST1272,Customer_256,Male,62,,Clothing,Product_194,6,₹49036.31,148.46,294366.32,Same Day,App,15/09/2022,16/09/2022,1,Processing,1,Not Returned
44088,CUST0195,  Customer_481  ,Male,66,Pune,,Product_102,1,₹45720.17,468.68,₹46188.85,Express,Mobile Web,18/02/2023,,4,Cancelled,1,not returned
44089,CUST1297,Customer_114,Female,,Hyderabad,Sports,Product_62,5,63904.71,358.68,₹189324.99,,Website,44899,20-04-2022,8,Returned,3,Not Returned
44090,CUST1882,Customer_855,Male,69,  Surat  ,Furniture,Product_101,9,₹75759.87,434.89,₹682273.72,,Mobile Web,73050,45613,10,Pending,3,Not Returned
44091,CUST0162,Customer_594,Female,53,Delhi,Furniture,Product_109,1,₹10477.14,330.01,₹10807.15,,Website,N/A,44815,1,Returned,4,Not Returned
44092,CUST2317,Customer_729,Female,36,Kolkata,Electronics,Product_1,7,₹30896.50,73.76,₹216349.26,Standard,Mobile Web,45469,29/06/2024,3,Processing,3,Not Returned
44093,CUST0214,Customer_949,Male,41,Hyderabad,Electronics,Product_175,1,₹2071.99,484.33,₹2556.32,Express,Mobile Web,,44774,4,Pending,4,Not Returned
44094,CUST2129,Customer_297,Male,20,Kolkata,Sports,,8,₹28720.79,78.29,₹86828.73,Same Day,Website,44929,,15,Processing,1,Not Returned
44095,CUST1805,Customer_375,Female,58,Kolkata,Clothing,Product_103,1,₹64618.68,101.5,,Standard,Website,73050,44937,6,Pending,5,Not Returned
44096,CUST1625,,Female,55,Mumbai,Electronics,Product_8,1,₹79606.36,99.89,₹79706.25,Standard,Website,16-10-2022,73050,15,Returned,,NOT RETURNED
44097,CUST0978,Customer_41,Male,47,,Electronics,Product_56,9,₹78344.09,257.27,705354.08,Same Day,Mobile Web,45257,45271,14,Returned,4,Not Returned
44098,CUST0760,Customer_341,Female,40,Surat,Clothing,Product_27,3,₹10643.85,122.92,₹32054.47,Overnight,Mobile Web,45280,25-12-2023,5,Delivered,1,not returned
44099,CUST1370,Customer_264,Male,34,Bangalore,Books,Product_16,10,₹27488.08,300.45,₹275181.25,Same Day,Mobile Web,13-12-2023,22-12-2023,9,Returned,5,
44100,CUST0492,Customer_372,Male,62,Chennai,Health,Product_33,4,₹79014.13,315.45,₹316371.97,Express,Website,45088,45242,6,Processing,3,Not Returned
44101,CUST0886,Customer_530,Male,70,Lucknow,Electronics,Product_44,3,₹43599.14,,₹130902.13,Same Day,Website,21/01/2024,45316,4,Cancelled,3, Not Returned 
44102,CUST0178,Customer_247,Female,57,Surat,Sports,Product_136,,₹59597.06,141.56,₹596112.16,Overnight,Website,N/A,25/12/2024,14,Pending,5,Returned
44103,CUST2128,Customer_272,Female,53,Lucknow,Clothing,Pr@duct_61,2,₹22240.53,207.93,44688.99,Same Day,Mobile Web,44822,not-a-date,11,Processing,, Not Returned 
44104,CUST2862,Customer_237,Female,66,Surat,Beauty,Product_176,8,₹47842.11,378,₹382738.98,Overnight,App,28-12-2022,TBD,8,Returned,2,Not Returned
44105,CUST0312,Customer_229,Male,50,Chennai,Books,Product_45,,₹44238.81,422.55,₹133138.98,Standard,App,44931,44990,2,Cancelled,2,Not Returned
44106,CUST2362,  Customer_231  ,Female,66,Pune,Books,Product_162,840,₹64340.05,374.52,₹643775.02,Express,App,44591,44683,6,Returned,4,Not Returned
44107,CUST0170,Customer_991,Male,36,Pune,,Product_198,,₹75735.26,209.94,₹75945.20,Express,App,45098,25-06-2023,4,Pending,,Returned
44108,CUST2894,Customer_990,Male,48,Lucknow,,Product_174,6,₹27435.62,425.38,₹165039.10,,App,45631,17-05-2024,5,Cancelled,4,not returned
44109,CUST0055,Customer_36,Male,47,Chenna,Electronics,Product_148,8,₹30348.58,370.14,₹243158.78,Same Day,Mobile Web,44996,45210,7,Pending,-2,Not Returned
44110,CUST2656,Customer_103,Female,39,Jaipur,Clothing,Product_108,7,₹35917.23,16.46,₹251437.07,Standard,App,45480,45490,10,Processing,5,Not Returned
44111,CUST0970,Customer_790,Female,19,Lucknow,Electronics,Product_23,2,₹13788.16,455.9,₹28032.22,Standard,App,45404,30-04-2024,8,Cancelled,2,Not Returned
44112,CUST1158,Customer_697,Male,40,Lucknow,Books,Product_103,3,₹36209.07,470.55,₹109097.76,Express,App,44619,44629,10,Processing,3,Not Returned
44114,CUST1675,Customer_105,Male,22,Hyderabad,Books,Product_112,2,22341.13,197.51,₹44879.77,Same Day,,19/07/2024,,6,Cancelled,1,not returned
44115,CUST2534,Customer_689,Female,31,Kolkata, Health ,Product_129,10,,243.03,₹722501.93,Overnight,Mobile Web,44871,44906,6,Cancelled,3,Not Returned
44116,CUST1334,Customer_346,Male,66,Chennai, Health ,Product_38,5,₹2840.61,268.64,₹14471.69,Standard,App,45342,28/02/2024,8,,2,Not Returned
44117,CUST0221,Customer_504,Female,46,Hyderabad,Electronics,Product_89,6,,177.89,₹201323.09,Same Day,Website,45494,45506,12,Cancelled,,Not Returned
44118,CUST0231,Cu@tomer_861,Male,22,Lucknow,Electronics,Product_144,5,₹45091.33,14.97,₹225471.62,,App,73050,,13,Delivered,4,Not Returned
44119,CUST1441,,Male,65,Bangalore,,Product_167,9,₹37895.11,416.82,₹341472.81,Express,,45411,TBD,9,Processing,1,Returned
44120,CUST2625,Customer_656,Male,63,Jaipur, Automotive ,Product_84,8,,,₹37250.66,Express,App,45493,45500,7,Pending,3,Not Returned
44121,CUST2967,Customer_246,Female,26,Surat,Beauty,Product_73,7,,459.17,₹66866.35,,Mobile Web,45332,45545,7,Returned,5, Not Returned 
44123,CUST2295,Customer_358,Male,70,Jaipur,Furniture,Product_69,7,₹75441.62,165.55,₹528256.89,Same Day,Mobile Web,45470,45471,1,Pending,4,Not Returned
44124,CUST2998,Customer_425,Male,22,Chennai,Books,Product_16,-3,₹48481.12,143.82,145587.18,Express,Mobile Web,44852,25/10/2022,7, Pending ,1,Not Returned
44125,CUST0803,Customer_468,Male,37,Kolkata,Electronics,Product_10,1,₹30957.03,185.52,,Same Day,App,44960,44992,5, Processing ,1,Not Returned
44126,CUST2744,Customer_4,Female,43,Chenna,Grocery,Product_129,1,,178.45,₹52297.83,Standard,Mobile Web,45477,45492,15,Returned,2,Not Returned
44127,CUST0928,Customer_489,Female,46,Kolkata,Toys,Product_7,1,₹35618.10,108.57,,Standard,Website,44758,44773,15,Returned,5,Not Returned
44129,CUST2499,Customer_307,Female,38,Delhi,Furniture,Product_9,5,₹49058.76,126.89,₹136674.06,Same Day,,44966,45181,10,Processing,1,Not Returned
44130,CUST1621,Customer_761,Female,61,Pune,Furniture,Product_64,4,₹8149.41,,₹33085.36,,App,20/09/2023,,5, Pending ,1,not returned
44131,CUST0681,Customer_151,Female,19,Jaipur,Clothing,,3,₹74986.05,454.06,₹225412.21,Overnight,Website,44902,19/12/2022,12,,5,Not Returned
44132,CUST0275,Customer_833,Female,-69,Jaipur,Beauty,Product_168,3,,177.26,₹107135.63,Express,Website,44841,18/10/2022,11,Returned,5,returned
44133,CUST2640,Customer_777,Male,27,Pune,Books,Product_17,10,₹14816.80,52.72,₹148220.72,Overnight,Website,30/06/2023,45117,10,Delivered,1, Returned 
44134,CUST2598,Cu#tomer_898,Male,21,Surat,Furniture,Product_137,4,₹3229.21,212.98,,Overnight,Mobile Web,14-07-2023,45129,8,Returned,1,Not Returned
44135,CUST2688,,Male,64,Kolkata,,Product_120,9,₹55397.10,202.79,₹498776.69,Same Day,Mobile Web,45375,45355,10,Processing,5,
44136,CUST0542,Customer_587,Male,63,Jaipur,Furniture,Product_197,6,₹30627.39,340.73,₹184105.07,Standard,App,20-09-2022,44836,12,,4,not returned
44137,CUST2581,Customer_421,Female,55,Surat,Grocery,Product_11,8,₹22599.97,243.35,₹181043.11,Express,Mobile Web,44628,44790,14,Returned,5,Not Returned
44138,CUST2886,Customer_180,Male,24,Bangalore,Health,Product_194,2,₹66402.38,186.1,₹132990.86,Overnight,Mobile Web,31-10-2022,44876,11,Delivered,5,Returned
44140,CUST1560,Customer_380,Female,34,Kolkata,Beauty,Product_8,2,₹39082.29,275.81,₹78440.39,Express,App,45250,not-a-date,12,,4,Not Returned
44141,CUST0684,Customer_551,Female,47,Surat, Toys ,Product_62,2,₹70001.81,262.7,₹140266.32, Standard ,Website,45422,16-05-2024,6,Pending,5,Returned
44142,CUST2311,Customer_728,Male,61,Lucknow,Toys,Product_89,2,₹78139.86,130.52,₹156410.24,Standard,Mobile Web,73050,,13,Delivered,5,Returned
44143,CUST2195,Customer_253,Female,19,Mumbai,Sports,Product_157,4,34495.19,26.77,,Same Day,Website,31-05-2024,,11,Delivered,3,
44144,CUST1308,Customer_685,Female,,Hyderabad,Clothing,Product_93,10,₹61091.40,386.64,,Standard,Mobile Web,44816,44846,1,Pending,3,Not Returned
44145,CUST0155,Customer_54,Male,41,Mumbai,Clothing,Product_86,7,₹61595.89,40.42,₹431211.65,,Mobile Web,45016,45264,12,Returned,1,Not Returned
44146,CUST2896,Customer_663,Female,64,Mumbai,Clothing,Product_56,2,₹12166.61,292.43,₹24625.65,Standard,,45113,18-06-2023,11,Cancelled,4,Not Returned
44147,CUST1618,Customer_154,Male,49,Pune,Furniture,Pr#duct_175,10,36780.09,146.93,₹367947.83,Overnight,App,45413,45566,5,Cancelled,4,NOT RETURNED
44148,CUST1502,Customer_841,Male,59,Hyderabad,Books,Product_31,2,₹72401.68,298.86,,Overnight,App,45119,45211,3,Returned,,Not Returned
44149,CUST1362,Customer_337,Male,19,Delhi,Sports,Product_137,6,₹63940.28,427.5,₹169226.89,Standard,App,14/01/2024,15-01-2024,1,Processing,2,Returned
44150,CUST1839,Customer_24,Male,39,,Furniture,Product_32,2,₹23756.41,394.38,₹47907.20,Standard,Mobile Web,45622,45625,3,Processing,5,Returned
44151,CUST0540,Customer_514,Male,18,Jaipur,Sports,Product_61,8,34536.13,443.05,₹276732.09,Overnight,Mobile Web,44950,73050,10,Processing,4,Not Returned
44152,CUST2001,Customer_232,Female,61,  Surat  ,Sports,Product_105,5,₹42959.40,490.29,₹215287.29,Overnight,Mobile Web,30-07-2022,44773,1,Pending,4,Not Returned
44153,CUST0364,Customer_988,Female,67,Hyderabad,Clothing,Product_149,3,₹61635.65,461.84,₹185368.79,Overnight,Website,45599,73050,13,,5,Not Returned
44154,CUST1767,Customer_662,Female,,Lucknow, Toys ,Product_181,3,₹18030.60,,,Express,Website,44815,44876,2,Processing,2,Returned
44155,CUST0759,Customer_793,Female,47,Pune,Grocery,Product_192,1,₹41728.47,151.06,₹110677.84,Express,Website,44977,44929,9,Cancelled,1, Not Returned 
44156,CUST2696,Customer_786,Male,24,Surat,,Product_198,9,,385.79,₹72717.26,Overnight,Mobile Web,45384,45329,3,Delivered,3,Not Returned
44157,CUST1905,Customer_592,Male,37,  Bangalore  ,,Product_125,8,₹30814.16,37.53,,Same Day,App,45489,19-07-2024,3,Cancelled,,Returned
44158,CUST0148,Customer_187,Male,56,Jaipur,Furniture,Product_151,3,₹13948.24,,₹41944.52,Express,Website,20/08/2022,22/08/2022,2,Cancelled,3,not returned
44159,CUST0205,Customer_851,Male,48,Kolkata,Sports,Product_193,4,₹30753.69,67.02,₹123081.78,Same Day,Mobile Web,14-04-2023,26-04-2023,12,Processing,4,Not Returned
44160,CUST1596,Customer_101,Female,65,Hyderabad,Sports,Product_199,3,₹51765.20,145.7,₹155441.30,Same Day,Website,45020,15-04-2023,11,Returned,1,Not Returned
44161,CUST0097,Customer_412,Male,52,Jaipur,Sports,,4,₹65239.91,41.77,₹261001.41,Express,Mobile Web,not-a-date,22/08/2022,6,Returned,5,Not Returned
44162,CUST2736,Customer_335,Male,68,Jaipur,Electronics,Product_137,1,₹21293.65,230.74,₹21524.39,Standard,App,44635,25-03-2022,10,Delivered,,Returned
44163,CUST2101,Customer_143,Male,19,Jaipur,Books,Product_91,10,₹30392.43,294.5,304218.8,Overnight,Website,45404,45448,14,Returned,4,Not Returned
44164,CUST1652,Customer_115,Male,39,Hyderabad,,,6,₹28278.61,165.55,₹169837.21,Standard,App,44784,13/11/2022,5,Returned,,Not Returned
44165,CUST0143,Customer_769,Male,49,Jaipur,Beauty,Product_66,10,₹63906.76,99.09,₹639166.69,Express,Website,28/10/2023,45241,14,Pending,3,Not Returned
44167,CUST1479,,Male,28,Bangalore,Grocery,Product_179,4,₹8491.36,488.12,₹34453.56,Same Day,Mobile Web,44855,44861,6,Returned,4,Not Returned
44168,CUST1393,Customer_319,Male,28,Delhi,Automotive,Product_62,6,₹22633.67,450.19,,Overnight,Website,45429,45441,12,Returned,1,Not Returned
44169,CUST1543,Customer_692,,,Mumbai,Health,Product_94,1,₹24811.96,165.12,₹24977.08,Overnight,Website,25/06/2023,45023,9,Processing,1,Not Returned
44170,CUST1008,Customer_144,Female,26,Hyderabad,Sports,Product_77,5,₹18831.73,384.51,₹94543.16,Same Day,App,44920,44935,15,Cancelled,3,Not Returned
44172,CUST1415,Customer_188,Male,8600,Hyderabad,Grocery,Product_63,4,₹21846.56,139.06,₹87525.30,Express,Website,13-04-2022,44666,2,Processing,5,Not Returned
44173,CUST1185,Customer_356,Male,48,Pune, Furniture ,Product_86,5,48451.82,235.84,₹242494.94,Standard,,45519,21/08/2024,6,Pending,5,Not Returned
44174,CUST0013,Customer_470,Female,,,Sports,Product_104,10,₹11699.18,4.64,₹116996.44,Overnight,Mobile Web,45559,TBD,1,Cancelled,1,Returned
44175,CUST2221,Customer_116,Female,47,Pune,Toys,Product_24,8,₹5971.01,104.31,₹47872.39,Express,Website,45034,27/04/2023,9,Pending,3,not returned
44176,CUST2437,Customer_575,Female,50,Pune,Electronics,Product_86,3,₹34838.65,196.51,₹104712.46,Express,App,45370,45381,11,Returned,5,Returned
44177,CUST2679,,Female,27,Delhi,Furniture,Product_108,,₹26373.09,362.82,₹211347.54,Express,Mobile Web,44573,44906,10,Delivered,1,Not Returned
44178,CUST0971,Customer_574,Male,66,Chennai,Health,Product_57,8,₹8468.34,195.64,₹67942.36,Express,App,16/09/2023,45187,2,,5,Not Returned
44179,CUST1669,Cu#tomer_676,Female,69,Chennai,Electronics,,,₹20057.48,348.58,₹140750.94, Same Day ,Mobile Web,45236,45101,13, Cancelled ,764,Not Returned
44180,CUST0149,Customer_771,Female,39,  Kolkata  ,Grocery,Product_80,9,24340.23,137.49,₹129302.45,Standard,App,45140,,12,Delivered,3,not returned
44181,CUST1543,Customer_934,Female,64,Kolkata,Beauty,Product_16,4,₹48204.11,,₹193002.20,Standard,Mobile Web,45327,14/05/2024,12,Cancelled,3,not returned
44182,CUST1044,,Female,63,Pune,Toys,,2,₹40515.52,251.23,₹81282.27, Standard ,Website,44783,22-10-2022,14,Cancelled,4,NOT RETURNED
44184,CUST1193,Customer_250,Female,51,Jaipur,Furniture,Product_181,5,₹74821.61,262.21,₹374370.26,Standard,Mobile Web,45568,23/03/2024,13,Delivered,2,
44185,CUST2661,Customer_383,Male,59,Lucknow,Clothing,Product_45,6,55650.27,253.8,334155.42,Express,App,45085,45207,4,Returned,4,Not Returned
44186,CUST0760,Customer_879,Female,55,Hyderabad,Clothing,Product_108,5,₹61476.80,45.05,₹307429.05,Same Day,App,45078,45086,8, Delivered ,1,Not Returned
44187,CUST0975,Customer_61,Female,61,  Jaipur  ,Books,Product_75,5,317.99,206.64,1796.59,Standard,App,45141,15-08-2023,12,Pending,2,Returned
44188,CUST0141,Customer_388,Male,69,Surat,Clothing,Pr@duct_69,9,10473.61,334.26,₹94596.75,Express,Website,45143,45238,6, Cancelled ,1,Not Returned
44189,CUST2038,Customer_188,Male,46,Lucknow,Clothing,Product_194,3,₹6722.41,,₹20557.87,Overnight,Mobile Web,N/A,45334,6,Processing,3,Returned
44191,CUST0775,Customer_681,Male,44,Pune,,Product_84,5,₹29409.01,206.62,₹147251.67,,,44759,,6,Cancelled,1,Not Returned
44192,CUST0261,Customer_447,Male,70,Lucknow,Automotive,Product_57,3,₹42704.09,27.45,,Overnight,App,44569,44572,3,Processing,3,Returned
44193,CUST0710,Customer_493,Female,-32,Surat,Automotive,Product_155,9,₹25481.45,152.47,₹229485.52,Standard,Mobile Web,22/04/2023,24/04/2023,2,Cancelled,4,Not Returned
44194,CUST2806,Customer_905,Female,32,Delhi, Beauty ,Product_52,5,₹49946.97,336.41,₹71890.12,Same Day,App,44624,44808,6,,4,Not Returned
44196,CUST1523,Customer_255,Male,18,Jaipur,Electronics,Product_4,1,,356.67,₹54832.79,Standard,Mobile Web,44732,30-06-2022,10,Delivered,3,
44197,CUST0690,Customer_611,Female,,Jaipur,Clothing,Product_4,5,₹11433.06,355.27,₹57520.57,Overnight,Website,45583,45333,15,,2, Not Returned 
44198,CUST1607,Customer_328,Male,68,Chennai,Books,Product_145,3,₹10198.16,28.19,₹30622.67,Express,App,44840,18/06/2022,8,Returned,1,RETURNED
44199,CUST2327,Customer_336,Female,33,Pune,Electronics,,10,₹67139.95,198.36,₹671597.86,Express,App,45299,45312,13,Returned,2,Not Returned
44200,CUST0076,Customer_885,Female,-34,Delhi,Beauty,Product_12,7,₹31006.19,160.49,₹217203.82,Standard,App,45549,26-09-2024,12,Processing,5,Not Returned
44201,CUST2327,Customer_49,Male,26,Hyderabad,Books,Product_79,3,₹45598.28,430.18,₹137225.02,Express,Mobile Web,45143,14/05/2023,6,Delivered,,
44202,CUST1225,Customer_615,Male,51,Bangalore,Sports,Product_131,4,₹24791.35,446.48,₹99611.88,Overnight,Mobile Web,45628,45638,10,Processing,3,Returned
44203,CUST1714,Customer_555,Female,36,Bangalore,Automotive,Product_43,2,₹36690.27,86.44,₹73466.98,Standard,Website,27/11/2024,,13,Processing,2,Not Returned
44204,CUST1377,Customer_453,,30,Hyderabad,Automotive,Product_10,6,₹29218.36,,₹175648.00,Standard,,44875,14-11-2022,4,Pending,5,NOT RETURNED
44206,CUST1175,Customer_259,Female,37,Mumbai,Clothing,Product_87,157,,310.36,₹58764.76,Standard,Mobile Web,44592,44601,9,Pending,3,returned
44207,CUST1782,Customer_969,Male,44,Hyderabad,Electronics,Product_47,5,₹30856.19,264.54,₹154545.49,Same Day,Website,22-10-2024,25/10/2024,3,Delivered,,Not Returned
44208,CUST2381,Customer_682,Female,24,Hyderabad,Automotive,Product_53,9,₹8041.99,315.39,₹72693.30,Express,Mobile Web,45143,45115,2,Cancelled,255,Returned
44210,CUST2384,Customer_501,Male,11946,Delhi,Clothing,Product_86,7,₹36299.69,371.79,₹254469.62,Express,Mobile Web,44910,19-12-2022,4,Delivered,4,NOT RETURNED
44211,CUST1656,Customer_663,Female,29,Hyderabad,Books,Product_47,2,60279.85,101.57,₹120661.27,Express,App,18-12-2024,,6,Pending,,Returned
44212,CUST2785,Customer_305,Male,43,Surat,Furniture,Product_25,6,₹21249.28,248.48,₹127744.16,Same Day,App,44813,20/09/2022,11,Delivered,3,Not Returned
44213,CUST2424,Customer_76,Female,65,  Hyderabad  ,Health,Product_84,7,₹40898.06,453.86,₹286740.28,Express,Mobile Web,45079,44991,1,Processing,1, Returned 
44214,CUST1031,Customer_759,Male,24,Bangalore,Clothing,Product_49,7,₹74026.48,18.43,₹518203.79,Express,App,44714,44610,12,Cancelled,3,Not Returned
44215,CUST2603,Customer_204,Male,34,Kolkata,Grocery,Product_109,1,₹39553.23,372.01,₹39925.24,Same Day,Website,26/06/2024,45475,6,Pending,4,Returned
44216,CUST1328,Customer_714,Male,65,Surat,Books,Product_156,,₹2364.14,427.49,,Same Day,App,45175,24/06/2023,15, Cancelled ,4,Not Returned
44217,CUST0820,Customer_489,Male,67,Chennai,Beauty,Product_185,2,₹53123.24,181.1,106427.58,Same Day,Mobile Web,18/11/2022,44896,13,Cancelled,2,Not Returned
44218,CUST0050,Customer_808,Male,66,Kolkata, Electronics ,Pr#duct_161,9,₹49695.76,414.02,₹447675.86,Standard,App,45416,20-04-2024,15,Cancelled,2,Not Returned
44219,CUST1736,Customer_324,Male,29,Jaipur,Toys,Product_12,9,₹74982.54,259.64,,Express,Mobile Web,24/08/2023,45172,10,Processing,3,Not Returned
44220,CUST2514,Customer_458,Male,30,Chennai,Grocery,Product_77,9,₹7239.26,202,₹65355.34,Standard,Website,not-a-date,44598,11,Delivered,5,Not Returned
44221,CUST0878,Customer_175,Female,63,Surat,Beauty,Product_52,3,₹58764.83,329.78,,Same Day,Mobile Web,44693,18/12/2022,13,Returned,2,Returned
44223,CUST2256,Customer_753,,60,Jaipur, Beauty ,Pr#duct_42,9,₹44556.15,324.33,,Overnight,App,44799,44809,10,Returned,2,Not Returned
44224,CUST2106,Customer_999,Female,68,Delhi,Electronics,,3,₹49075.81,16.01,₹147243.44,Same Day,Mobile Web,45078,45022,3,Pending,,
44225,CUST0878,Customer_227,Female,57,Chennai,Toys,Product_51,8,₹15612.38,421.45,₹125320.49,Standard,App,44806,44808,2,Delivered,4,NOT RETURNED
44226,CUST2417,Customer_622,Female,,Kolkata,Clothing,Product_35,8,₹37249.42,96.44,₹120647.20,Express,Website,N/A,44758,9,Pending,1, Not Returned 
44227,CUST2637,Customer_885,Female,24,Surat,Toys,Product_97,10,₹62939.85,346.61,₹629745.11,Same Day,Mobile Web,not-a-date,44932,15, Returned ,5,Returned
44228,CUST1430,Customer_145,Male,42,Surat,Health,Product_33,4,₹24508.55,475.78,₹98509.98,Standard,Mobile Web,31/01/2024,45445,6,Returned,4,Not Returned
44230,CUST1008,  Customer_638  ,Male,49,Chennai,Beauty,Product_121,1,₹19913.69,132.84,₹20046.53,Standard,Website,23-09-2024,45422,12,Cancelled,1,Returned
44231,CUST2215,Customer_784,Female,23,Bangalore,Health,Product_25,4,₹72080.31,266.21,₹174737.37,Express,Website,TBD,,4,Pending,2,Not Returned
44232,CUST0510,,Female,53,Lucknow,Books,Product_47,7,₹30649.10,3.84,₹214547.54,Overnight,Website,19-11-2024,45618,3,Cancelled,4,Not Returned
44233,CUST0853,Customer_874,Female,,  Surat  ,Furniture,Pr@duct_104,7,₹5120.87,153.62,₹35999.71,,,28-07-2022,44775,5,Processing,2, Not Returned 
44234,CUST2417,Cu@tomer_798,Female,64,Chennai,Beauty,Product_142,3,,199.77,₹79934.55,Same Day,Mobile Web,45252,,8,Returned,5,Not Returned
44235,CUST0912,Customer_279,Female,65,  Lucknow  ,Clothing,,5,₹68462.65,436.01,₹342749.26,Same Day,Website,45332,45579,12,Pending,3,Returned
44236,CUST2541,Customer_30,Male,,Lucknow,Electronics,Product_27,3,₹49082.99,459.09,₹147708.06,Overnight,Website,18-10-2023,23-10-2023,5,,1, Not Returned 
44237,CUST0227,Customer_615,Female,18,Hyderabad,Sports,Product_157,6,₹13287.91,26.26,₹79753.72,Same Day,App,45562,28/09/2024,1,Pending,5,NOT RETURNED
44238,CUST0261,Customer_300,Male,29,Kolkata,Grocery,Product_8,384,₹70174.07,96.94,₹280793.22,Express,App,not-a-date,22-07-2023,5,Cancelled,5,NOT RETURNED
44239,CUST0339,,Male,52,Hyderabad,Electronics,Product_158,5,₹59758.56,464.5,,Overnight,Website,N/A,,15,Cancelled,2,Not Returned
44240,CUST1031,Customer_260,Female,65,Chennai,Furniture,,5,₹62184.99,166.97,311091.92,Same Day,Website,44860,44874,14,Processing,3,Not Returned
44241,CUST0888,Customer_298,Male,19,Mumbai,Clothing,Product_118,8,₹33067.06,388.46,₹264924.94,,App,20-09-2023,27-09-2023,7,Pending,1,not returned
44243,CUST2325,Customer_900,Male,58,Bangalore,Beauty,Product_39,2,₹60241.17,195.35,₹120677.69,Overnight,Website,44940,19-01-2023,5,Pending,2,Not Returned
44244,CUST1684,Customer_939,Male,36,Mumbai, Books ,Product_44,10,,71.99,₹778542.39, Express ,Website,26-09-2022,44838,8,Processing,2,Returned
